'48.3 ± 1 mN m−1'   ,0.0483 ± 0.001               
20 mN/m        ,0.020                             
γ              ,N/A                               
20 mN/m             ,0.02                         
"['reduced with higher ratio of curing agent to monomers', 'adjustable']               ",N/A                          
Low                       ,N/A                                
0.0001-0.1 mN m-1         ,"[0.0000001, 0.0001]                "
10^-6 to 10^-4 N/m        ,"[0.000001, 0.0001]                 "
0.0001-0.1 mN m-1   ,"[0.0000001, 0.0001]          "
60% that of water        ,N/A                         
'measured'          ,'N/A'                              
high           ,N/A                          
"['5 × 10−3 N/m', '5 × 10−3 N/m', '3 × 10−3 N/m to 12 × 10−3 N/m'] ","[0.005, 0.005, 0.003 to 0.012] "
increases ,N/A 
increases ,N/A 
5 × 10−3 N/m ,0.005 
"['increases', 'increases', 'increases', 'increases'] ","['N/A', 'N/A', 'N/A', 'N/A'] "
5 × 10−3 N/m                         ,0.005           
40.4 mN/m       ,0.0404                
'10.6 mN/m'         ,0.0106                       
'reduced'           ,'N/A'                        
40 mN/m        ,0.04                               
decreased by adding acid ,N/A                          
36.5−109.5 mN/m     ,0.0365-0.1095                
0.0365 N/m          ,0.0365                       
"['36.5 mN/m', '73 mN/m', '109.5 mN/m'] ","[0.0365, 0.073, 0.1095] "
36.5-109.5 mN/m     ,0.0365-0.1095                
'increased by adding base' ,'N/A'                      
σ              ,N/A                               
0.072 N/m      ,0.072                             
reduced due to surfactant      ,N/A                          
reduced                        ,N/A                          
"['7 mN/m', '4 mN/m']           ","[0.007, 0.004]               "
7 mN/m to 4 mN/m               ,"[0.007, 0.004]               "
'Reduced due to surfactant' ,'N/A'                    
σ                   ,N/A                         
0.072 N/m           ,0.072                       
constant and uniform,N/A                         
'σ'                 ,'N/A'                        
'0.072 N/m'         ,0.072                        
'constant and uniform' ,'N/A'                    
σ                                     ,N/A                                
"['0.005', '0.0025', '0.0005', '0.00005'] ","[0.005, 0.0025, 0.0005, 0.00005]  "
5×10−3 N/m                           ,0.005                              
'σ'                 ,'N/A'                              
'σ'                 ,'N/A'                        
'36.5mN/m'          ,0.0365                       
'23.6mN/m'          ,0.0236                       
'σ'                 ,'N/A'                        
'σ'                 ,'N/A'                        
σ                   ,N/A                          
σ              ,N/A                                
0.072 N/m      ,0.072                              
σ              ,N/A                                
'0.072 N/m'         ,0.072                        
constant                    ,N/A                          
σ                           ,N/A                          
σ                           ,N/A                          
σ                           ,N/A                          
σ                           ,N/A                          
0.004 ≤ _Ca_ ≤ 0.04         ,N/A                          
"['0.03 N/m', '0.001 N/m']   ","[0.03, 0.001]                "
"['0.03 N/m', '0.015 N/m', '0.0075 N/m'] ","[0.03, 0.015, 0.0075] "
'constant'          ,'N/A'                        
'σ'                 ,'N/A'                        
'fixed'             ,'N/A'                        
"['0.03 N/m', '0.015 N/m', '0.0075 N/m'] ","[0.03, 0.015, 0.0075] "
40 mN/m        ,0.04                              
"['5.0 mN/m', '5.3 mN/m'] ","[0.005, 0.0053] "
"dynamic, little effected by SDS concentration ",N/A      
decreases with the increase of the two-phase flow rate ,N/A 
"['100 Ns/m2', '500 Ns/m2'] ","[0.1, 0.5] "
dynamic interfacial tension ,N/A                          
"['0.041', '0.050', '0.092', '0.101'] ","[0.000041, 0.000050, 0.000092, 0.000101] "
'σ' ,'N/A' 
'0.05' ,0.00005 
'σ'            ,'N/A'                              
0.03           ,0.00003                       
σ              ,N/A                           
0.03           ,0.00003                       
'γ'                 ,'N/A'                       
1.20 mN·m–1        ,0.0012                           
γ                  ,N/A                              
1.20 mN·m–1        ,0.0012                           
'22.7 mN m−1'       ,0.0227                       
3.0 mN/m    ,0.003     
σ           ,N/A       
σ           ,N/A       
σl                  ,N/A                                
σl                  ,N/A                                
σl                  ,N/A                          
'3.27 mN m-1'       ,0.00327                      
5 mN/m               ,0.005                             
>0.015 N/m           ,>0.015                            
"['0.005 N/m', '0.015 N/m'] ","[0.005, 0.015] "
able to capture the effects of surface tension ,N/A      
> 0.015 N/m         ,N/A                                
"lower interfacial tension, higher interfacial tension ",N/A 
'72 Pa'             ,'0.072'                            
decreases with addition of glycerin      ,N/A                              
'1.5 mN/m'          ,0.0015                             
'decreases with temperature' ,'N/A'                  
'decreases with PVA concentration' ,'N/A'              
'γCD'               ,'N/A'                              
'γ CD'              ,'N/A'                              
'fixed here (γ_CD)' ,'N/A'                              
'γ_CD'              ,'N/A'                              
'γCD'               ,'N/A'                              
'6.7'               ,0.0067                             
'lower for droplets than for a cylinder' ,'N/A' 
'γ'           ,'N/A'                              
'7.3mN/m'     ,0.0073                             
'γ'           ,'N/A'                              
5 mN/m          ,0.005                   
0.0144         ,0.0144    
0.0144              ,0.0000144                    
0.024 N m−1    ,0.024                             
γ              ,N/A                               
γ                                                   ,N/A                           
"['72.8', '6.7', '32.5', '21.5', '21.1', '20.9', '20.0'] ","[0.0728, 0.0067, 0.0325, 0.0215, 0.0211, 0.0209, 0.0200] "
γ              ,N/A                               
Low           ,N/A                       
31 mN/m               ,0.031                   
lowered by surfactant ,N/A                     
7.5 mN/m              ,0.0075                  
7.5 mN/m       ,0.0075                  
['1.0 to 50 mN m−1']               ,['0.001 to 0.05']           
'γ'                                ,N/A                         
'35 mN m-1'                        ,0.035                       
"['22.7 mN m−1', '17.9 mN m−1']     ","[0.0227, 0.0179]            "
"['10 mN m−1', '20 mN m−1', '30 mN m−1'] ","[0.01, 0.02, 0.03]       "
"['40 mN m−1', '50 mN m−1']         ","[0.04, 0.05]                "
'lowered'                          ,N/A                         
"['0.1', '1', '10', '20', '30', '40', '50'] ","[0.0001, 0.001, 0.01, 0.02, 0.03, 0.04, 0.05] "
42.2 mN/m      ,0.0422                            
100 mN/m       ,0.1                               
large          ,N/A                               
100 mN/m       ,0.1                                
0.031 N m−1             ,0.031                             
0.031 N m−1             ,0.031                             
"['0.03 N m−1', '0.10 N m−1'] ","[0.03, 0.10]            "
γ              ,N/A                               
γ              ,N/A                               
72.88          ,0.07288                            
γ              ,N/A                                
"['32.98–35.11 mN·m–1', '22.66–23.39 mN·m–1', '33.0–35.7 mN·m–1', '38.98 mN·m–1', '46.12–50.89 mN·m–1', '72.0 mN·m–1']  ","['0.03298–0.03511', '0.02266–0.02339', '0.033–0.0357', '0.03898', '0.04612–0.05089', '0.072'] "
"['38.98', '46.12', '47.88', '49.66', '50.89'] ","['0.03898', '0.04612', '0.04788', '0.04966', '0.05089'] "
provided in Table 1 ,N/A                          
σ                            ,N/A                         
"['20.75', '3.15']            ","[0.02075, 0.00315]          "
interfacial elasticity acts to suppress or promote satellite droplet formation ,N/A                          
γ              ,N/A                               
'less than 5%'      ,'N/A'                        
about the same in all cases   ,N/A                          
σ                             ,N/A                          
σ                             ,N/A                          
'about the same in all cases' ,'N/A'                  
"['0.005', '0.0036', '0.037', '0.037', '0.046'] ","[0.000005, 0.0000036, 0.000037, 0.000037, 0.000046] "
"Measured using a surface-tension meter (B100; Asumi Giken, Ltd., Tokyo, Japan)                                    ",N/A                         
σ                                                                                                                 ,N/A                         
3.34 mN/m      ,0.00334                           
σ              ,N/A                               
σ_c            ,N/A                                
σ_d                          ,N/A                         
driven by interfacial-tension,N/A                         
interfacial instability reduction with increase in monomer concentration       ,N/A                               
σ              ,N/A       
6.1 ± 0.1      ,0.0061 ± 0.0001 
'22.2 mN·m−1'       ,0.0222                             
'decreasing'        ,'N/A'                              
'lower in CO2-MT'   ,'N/A'                              
'22.0 mN·m−1'       ,0.022                              
'22.0 mN·m−1'       ,0.022                              
'72.2'              ,0.0722                             
22.0 mN·m−1                     ,0.022                        
"['22.2', '22.7', '23.4', '41.8', '30.5'] ","[0.0222, 0.0227, 0.0234, 0.0418, 0.0305] "
γ             ,N/A                          
'12.5 x 10^-3 N/m'  ,0.0125                       
σ                    ,N/A                               
5mNm−1               ,0.005                             
5 mN/m               ,0.005                             
5mNm−1               ,0.005                             
5 mNm-1              ,0.005                             
5 mNm-1              ,0.005                             
σ>0.008Nm−1          ,>0.008                            
5 mNm-1             ,0.005                        
0.002Nm−1           ,0.002                        
7 mN/m to 4 mN/m        ,"[0.007, 0.004]               "
24.5 mN/m               ,0.0245                       
σ                                 ,N/A                               
fixed                             ,N/A                               
2σρκ1∇α1(ρ1+ρ2)                  ,N/A                               
12.5 mN/m                         ,0.0125                            
σ                                 ,N/A                               
'similar'           ,'N/A'                              
'σ'                 ,'N/A'                              
"['0.01 N/m', '0.02 N/m', '0.03 N/m', '0.04 N/m']  ","[0.01, 0.02, 0.03, 0.04]             "
Changes with mass concentration of CMC ,N/A                                
71.22 ± 1%          ,0.07122                      
γ                     ,N/A                               
33.37 ± 1%            ,N/A                               
40 mN/m               ,0.04                    
0.035 N/m             ,0.035                   
4.85 mN m−1           ,0.00485                 
20 mN/m               ,0.02                    
40 mN/m               ,0.04                    
'40 mN/m'           ,0.04                         
,N/A                          
31.5 mN m−1                   ,0.0315                       
33 mN m-1                     ,0.033                        
σ                             ,N/A                          
"[72, 39, 33.5, 33, 31.5, 31.5, 31.5] ","[0.072, 0.039, 0.0335, 0.033, 0.0315, 0.0315, 0.0315] "
_σ_                           ,N/A                          
"['0.1% wt SDS', '0.25% wt SDS', '0.5% wt SDS'] ",N/A 
,N/A                                
σ                   ,N/A                                
_σ_                  ,N/A                                
25.9 ± 0.1 mN·m–1         ,0.0259 ± 0.0001                    
σL                        ,N/A                                
2.54 mN·m–1               ,0.00254                            
27.15 mN·m–1              ,0.02715                            
σL                        ,N/A                                
20.8 m N m−1        ,0.0208                       
γL                  ,N/A                          
62.9 m N m−1        ,0.0629                       
lowered             ,N/A                          
decreased           ,N/A                          
low                 ,N/A                          
negligible          ,N/A                          
'low'               ,'N/A'                              
'some effect'       ,'N/A'                              
'decreased by the addition of NaCl' ,'N/A'          
σ                                                                                   ,N/A                          
0.0365 N/m                                                                          ,0.0365                       
0.0365 N/m                                                                          ,0.0365                       
0.0365 N/m                                                                          ,0.0365                       
0.0365N/m                                                                           ,0.0365                       
0.0365 N/m                                                                          ,0.0365                       
0.0365N/m                                                                           ,0.0365                       
0.0365 N/m                                                                          ,0.0365                       
0.0365N/m                                                                           ,0.0365                       
0.0565 N/m                                                                          ,0.0565                       
"['0.0165 N/m', '0.0265 N/m', '0.0365 N/m', '0.0465 N/m', '0.0565 N/m']               ","[0.0165, 0.0265, 0.0365, 0.0465, 0.0565] "
0.01Pa.sn                                                                           ,N/A                          
0.0365 N/m                                                                          ,0.0365                       
0.0365N/m                                                                           ,0.0365                       
0.0365 N/m                                                                          ,0.0365                       
0.0365N/m                                                                           ,0.0365                       
0.0365N/m                                                                           ,0.0365                       
increasing                                                                          ,N/A                          
0.0365N/m                                                                           ,0.0365                       
"['0.0165 N/m', '0.0565 N/m']                                                        ","[0.0165, 0.0565]             "
σ=0.0365N/m                                                                         ,0.0365                       
σ=20.6 mN/m         ,0.0206                       
0.0365 N/m          ,0.0365                       
γ                                                                                                                      ,N/A                           
decreased                                                                                                              ,N/A                           
γW/P                                                                                                                   ,N/A                           
decrease                                                                                                               ,N/A                           
almost constant with the increase of the amount of SiO2                                                                ,N/A                           
γ                                                                                                                      ,N/A                           
decreased                                        ,N/A               
γW/P                                             ,N/A               
σ                                                ,N/A               
larger                                           ,N/A               
37 mN/m                                          ,0.037             
FD dominated interfacial tension (Fγ)            ,N/A               
40 mN/m                                                                                      ,0.04                        
minimum value                                                                              ,N/A                         
drastically reduced with surfactant                                                        ,N/A                         
σ i                                                                                        ,N/A                         
σi                                                                                         ,N/A                         
reduced when surfactant is mixed to water                                                  ,N/A                         
"[19.3, 59.81, 27.69, 59.79, 26.84]                                                          ","[0.0193, 0.05981, 0.02769, 0.05979, 0.02684]  "
40 mN/m       ,0.04                        
σ i           ,N/A                         
σi            ,N/A                         
σ             ,N/A             
15 mN/m       ,0.015                        
σ             ,N/A                          
20.74 mN/m                                         ,0.02074                      
σ                                                  ,N/A                          
reduces                                            ,N/A                          
"['0.010 N/m', '0.020 N/m', '0.035 N/m']            ","[0.010, 0.020, 0.035]        "
"['0.010 N/m', '0.020 N/m', '0.035 N/m']            ","[0.010, 0.020, 0.035]        "
"['41.37 ± 2.90', '20.74 ± 0.47', '18.80 ± 1.31']   ","[0.04137, 0.02074, 0.01880]  "
"['22.14 mN/m', '18.87 mN/m', '20.74 mN/m']               ","[0.02214, 0.01887, 0.02074]  "
"['0.010 N/m', '0.020 N/m', '0.035 N/m']                  ","[0.010, 0.020, 0.035]        "
γL                                             ,N/A                   
surface tension between gas and liquid         ,N/A                   
"20.86, 21.04                                   ","0.02086, 0.02104     "
γL                                             ,N/A                   
γ              ,N/A            
46.98          ,0.04698        
['0.03 N/m']                                           ,[0.03]                          
proportional to the average density                    ,N/A                             
"['0.002 N/m', '0.02 N/m']                              ","[0.002, 0.02]                   "
5.9 mN/m                                               ,0.0059                          
0.02 N/m                                               ,0.02                            
"['0.02 N/m', '0.03 N/m']                               ","[0.02, 0.03]                    "
"['0.002 N/m', '0.02 N/m']                              ","[0.002, 0.02]                   "
0.002 N/m                                              ,0.002                           
,N/A                          
"['0.02 N/m', '0.002 N/m']                 ","[0.02, 0.002]                "
decreases with a decrease                 ,N/A                          
adjusted by surfactants                                                            ,N/A               
"reduced due to surfactant, similar to pure water with surfactant                   ",N/A               
σ i                                                                                ,N/A               
reducing                                                                           ,N/A               
reduced due to Tween 20                                                            ,N/A               
similar to those of W+T                                                            ,N/A               
adjusted by surfactants                                                             ,N/A                          
reduced due to surfactant                                                           ,N/A                          
Measured using KSV Sigma 700                                                        ,N/A                          
reduced                                                                             ,N/A                          
"['42.44 ± 0.06', '7.697 ± 0.07', '8.767 ± 0.29', '7.425 ± 0.38', '6.452 ± 0.14']     ","[0.04244, 0.007697, 0.008767, 0.007425, 0.006452] "
σ                 ,N/A                          
0.01              ,0.01                         
5×10-3Nm-1        ,0.005                        
5×10^-3 N/m       ,0.005                        
0.01                      ,0.00001         
5×10^-3 N/m               ,0.005           
