"['100 μL min−1', '5000 μL min−1'] ","[{'q': 1.6666666666666667e-09}, {'q': 8.333333333333333e-08}] " 
120 μL·min−1                                                                   ,{'q': 2.0e-07}            
120 μL·min−1                                                                   ,{'q': 2.0e-07}            
low to high                                                                    ,N/A                       
low to high                                                                    ,N/A                       
160 μL·min−1                                                                   ,{'q': 2.66667e-07}        
"low continuous phase flow rate, increase of continuous phase flow rate         ",N/A                       
"['40 μL·min−1', '160 μL·min−1', '250 μL·min−1']                                ","[{'q': 6.66667e-08}, {'q': 2.66667e-07}, {'q': 4.16667e-07}] "
'0.1 mL/hr'         ,{'q': 2.77778e-11} 
'Q_d'               ,'N/A'            
'35 μL·min−1'       ,{'q': 5.83333e-10} 
'fixed'             ,'N/A'            
'20 μL·min−1'       ,{'q': 3.33333e-10} 
'20 μL/min'         ,{'q': 3.33333e-10} 
'20 μL/min'         ,{'q': 3.33333e-10} 
'20 μL·min−1'       ,{'q': 3.33333e-10} 
'20 μL·min−1'       ,{'q': 3.33333e-10} 
'20 μL·min−1'       ,{'q': 3.33333e-10} 
'20 μL·min−1'       ,{'q': 3.33333e-10} 
q3                  ,N/A              
q2                  ,N/A              
constant            ,N/A              
q4                  ,N/A              
q1                  ,N/A              
different volumes   ,N/A              
0.5 to 24 μl/min ,{'q': 0.000000012} 
Low to high varying rates (specific values not provided) ,'N/A' 
"['8 μl/min', '1 μl/min'] ","[{'q': 0.000000133}, {'q': 0.000000017}] "
tunable ,'N/A' 
"['3.5 μl/min', '6 μl/min'] ","[{'q': 0.000000058}, {'q': 0.0000001}] "
6 μl/min ,{'q': 0.0000001} 
'0.5 to 24 μl/min' ,{'q': 0.00000020833333333333333} 
'Low to high varying rates (specific values not provided)' ,'N/A' 
"['4 μl/min', '0.5 μl/min'] ","[{'q': 0.00000006666666666666667}, {'q': 0.000000008333333333333333}] "
'low' ,'N/A' 
"['3.2 mm/s', '6 mm/s'] ","[{'v': 0.0032}, {'v': 0.006}] "
'tunable' ,'N/A' 
"['3.5 μl/min', '1 μl/min'] ","[{'q': 0.000000058333333333333334}, {'q': 0.000000016666666666666666}] "
metering piston pump (Xingda PB-10) ,'N/A' 
"['1.0 mL/min', '2.0 mL/min', '3.0 mL/min', '4.0 mL/min'] ","[{'q': 1.67e-8}, {'q': 3.33e-8}, {'q': 5e-8}, {'q': 6.67e-8}] "
QIL ,'N/A' 
cooling metering pump (SSI SFC-24) ,'N/A' 
"['0.5 mL/min', '1.0 mL/min', '1.5 mL/min', '2.0 mL/min'] ","[{'q': 8.33e-9}, {'q': 1.67e-8}, {'q': 2.5e-8}, {'q': 3.33e-8}] "
QCO2 ,'N/A' 
QCO2 ,'N/A' 
increased ,'N/A' 
"['50 μL/min', '400 μL/min', '900 μL/min'] ","[{'q': 8.33e-10}, {'q': 6.67e-9}, {'q': 1.5e-8}] "
"['10 μL/min', '200 μL/min'] ","[{'q': 1.67e-10}, {'q': 3.33e-9}] "
low ,'N/A' 
small ,'N/A' 
'constant' ,'N/A' 
['different flow rates'] ,'N/A' 
'50 μL/min' ,{'q': 8.33e-10} 
"['10 μL/min', '100 μL/min'] ","[{'q': 1.67e-10}, {'q': 1.67e-9}] "
"['10 μL/min', '100 μL/min'] ","[{'q': 1.67e-10}, {'q': 1.67e-9}] "
"['10 μL/min', '50 μL/min'] ","[{'q': 1.67e-10}, {'q': 8.33e-10}] "
'low' ,'N/A' 
'60 µL/min' ,{'q': 1e-9} 
'small' ,'N/A' 
Qc                  ,'N/A'            
increase            ,'N/A'            
"['Qc (a)', 'Qc (b)']","['N/A', 'N/A']   "
increases           ,'N/A'            
Increases           ,'N/A'            
500 μL·min−1        ,{'q': 8.33e-9}   
500 μL·min−1        ,{'q': 8.33e-9}   
increases           ,'N/A'            
low                 ,'N/A'            
Qd                  ,N/A              
same                ,N/A              
"['Qd (c)', 'Qd (d)']","[N/A, N/A]      "
increases           ,N/A              
"['V', 'f']          ","[N/A, N/A]      "
Increases           ,N/A              
high Qd             ,N/A              
high Qd             ,N/A              
500 μL·min−1        ,{'q': 8.33e-9}  
500 μL·min−1        ,{'q': 8.33e-9}  
high                ,N/A              
'40 ml/h' ,{'q': 1.1111111111111112e-08} 
['varied'] ,'N/A' 
'40 ml/h' ,{'q': 1.1111111111111112e-08} 
'30 ml/h' ,{'q': 8.333333333333333e-09} 
"['40 ml/h', '30 ml/h'] ","[{'q': 1.1111111111111112e-08}, {'q': 8.333333333333333e-09}] "
'30 ml/h' ,{'q': 8.333333333333333e-09} 
'30 ml/h' ,{'q': 8.333333333333333e-09} 
'various' ,'N/A' 
'35 ml/h' ,{'q': 9.722222222222221e-09} 
'35 ml/h' ,{'q': 9.722222222222221e-09} 
"['increases with increasing alginate flow rate', 'increases with increasing dispersed phase flow rate'] ",'N/A' 
different rates ,'N/A' 
2 ml/h ,{'q': 0.0000005555555555555556} 
2 ml/h ,{'q': 0.0000005555555555555556} 
"[{'alginate': ['2 ml/h', '1 ml/h'], 'outer oil': ['30 ml/h', '35 ml/h'], 'inner oil': ['1 ml/h', '0.12 ml/h']}] ","[{'q': 0.0000005555555555555556}, {'q': 0.0000002777777777777778}, {'q': 0.000008333333333333333}, {'q': 0.000009722222222222222}, {'q': 0.0000002777777777777778}, {'q': 0.00000003333333333333333}] "
"['2 ml/h', '1 ml/h'] ","[{'q': 0.0000005555555555555556}, {'q': 0.0000002777777777777778}] "
"['2 ml/h', '1 ml/h'] ","[{'q': 0.0000005555555555555556}, {'q': 0.0000002777777777777778}] "
1 ml/h ,{'q': 0.0000002777777777777778} 
"['1 ml/h', '0.12 ml/h'] ","[{'q': 0.0000002777777777777778}, {'q': 0.00000003333333333333333}] "
'Qc'                ,'N/A'            
'1 ml/h'            ,{'q': 2.78e-10}  
'0.16 - 0.5'        ,{'v': 0.33}      
'0.5'               ,{'v': 0.5}       
"['0.2', '0.4']      ","[{'v': 0.2}, {'v': 0.4}] "
"['0.2 ml/hr', '4 ml/hr'] ","[{'q': 5.56e-11}, {'q': 1.11e-9}] "
'0.5'               ,{'v': 0.5}       
'0.5'               ,{'v': 0.5}       
'0.2'               ,{'v': 0.2}       
'0.33'              ,{'v': 0.33}      
'0.33'              ,{'v': 0.33}      
'decrease'          ,'N/A'            
'0.33'              ,{'v': 0.33}      
'0.33'              ,{'v': 0.33}      
'0.33'              ,{'v': 0.33}      
increases with flow rate ratio ,'N/A' 
Qd ,'N/A' 
0.2 ml/h ,{'q': 5.56e-11} 
0.1 ml/hr ,{'q': 2.78e-11} 
0.5 ,'N/A' 
0.5 ,'N/A' 
0.1 ml/hr ,{'q': 2.78e-11} 
0.2 ml/hr ,{'q': 5.56e-11} 
flow rate ratio ,'N/A' 
increase ,'N/A' 
μL/s ,'N/A' 
Q3 ,'N/A' 
"['0.83 μL/s', '1.50 μL/s', '2.17 μL/s'] ","[{'q': 0.00000083}, {'q': 0.0000015}, {'q': 0.00000217}] "
Q3 ,'N/A' 
Q3 ,'N/A' 
1.00 μL/s ,{'q': 0.000001} 
"['1.50 μL/s', '0.50 μL/s', '0.83 μL/s'] ","[{'q': 0.0000015}, {'q': 0.0000005}, {'q': 0.00000083}] "
Q3 ,'N/A' 
Q3 ,'N/A' 
Q3 ,'N/A' 
"['1.00 µL/s', '2.17 µL/s'] ","[{'q': 0.000001}, {'q': 0.00000217}] "
"['0.83 μL/s', '0.33 μL/s', '2.17 μL/s'] ","[{'q': 0.00000083}, {'q': 0.00000033}, {'q': 0.00000217}] "
1.00 μL/s ,{'q': 0.000001} 
"['1.33 μL/s', '1.50 μL/s'] ","[{'q': 0.00000133}, {'q': 0.0000015}] "
Q3 ,'N/A' 
"['1.17 μL/s', '1.13 μL/s', '1.50 μL/s', '1.67 μL/s'] ","[{'q': 0.00000117}, {'q': 0.00000113}, {'q': 0.0000015}, {'q': 0.00000167}] "
"['1.00 μL/s', '0.33 μL/s', '1.67 μL/s'] ","[{'q': 0.000001}, {'q': 0.00000033}, {'q': 0.00000167}] "
1.00 μL/s ,{'q': 0.000001} 
"['Q1', 'Q2'] ","['N/A', 'N/A'] "
'μL/s' ,'N/A' 
'Q2' ,'N/A' 
'0.33 μL/s' ,{'q': 3.3e-10} 
"['Q_d ≈ Q_1 + Q_2', 'Q_3'] ","['N/A', 'N/A'] "
"['Q1', 'Q2'] ","['N/A', 'N/A'] "
"['0.33 μL/s', '1.33 μL/s'] ","[{'q': 3.3e-10}, {'q': 1.33e-9}] "
"'Q1, Q2' ",'N/A' 
'0.33 µL/s' ,{'q': 3.3e-10} 
'0.33 μL/s' ,{'q': 3.3e-10} 
"['1.33 μL/s', '0.67 μL/s'] ","[{'q': 1.33e-9}, {'q': 6.7e-10}] "
"['1.00 μL/s', '0.33 μL/s'] ","[{'q': 1e-9}, {'q': 3.3e-10}] "
'0.33 μL/s' ,{'q': 3.3e-10} 
'Q3' ,'N/A' 
11 μL/min ,{'q': 1.8333333333333333e-10} 
Q_{\rm{C}} ,'N/A' 
10.5 μL/min ,{'q': 1.75e-7} 
"['0.2', '0.05', '1.21', '0.04'] ","[{'v': 0.2}, {'v': 0.05}, {'v': 1.21}, {'v': 0.04}] "
"['0.5 Q_D/(WH)', '0.97 (Q_C+Q_D)/(WH)'] ",'N/A' 
Q_{\rm{D}} ,'N/A' 
Q_{\rm{D}} ,'N/A' 
0.01 to 0.15 ms−1 ,{'v': 0.08} 
controlled by pneumatic membrane ,'N/A' 
300 μl/h ,{'q': 8.333333333333333e-08} 
300 μl/h ,{'q': 8.333333333333333e-08} 
100 μl/h ,{'q': 2.777777777777778e-08} 
"['1475.4 μm/s', '1579.9 μm/s', '3529.4 μm/s', '4090.9 μm/s', '5000.0 μm/s', '6666.7 μm/s', '1153.8 μm/s', '1417.3 μm/s', '1935.5 μm/s', '2903.2 μm/s', '4186.0 μm/s', '5714.3 μm/s'] ","[{'v': 0.0014754}, {'v': 0.0015799}, {'v': 0.0035294}, {'v': 0.0040909}, {'v': 0.005}, {'v': 0.0066667}, {'v': 0.0011538}, {'v': 0.0014173}, {'v': 0.0019355}, {'v': 0.0029032}, {'v': 0.004186}, {'v': 0.0057143}] "
lower than a critical dispersed-phase velocity ,'N/A' 
100 μl/h ,{'q': 2.777777777777778e-11} 
100 μl/h ,{'q': 2.777777777777778e-11} 
100 μl/h ,{'q': 2.777777777777778e-11} 
constant            ,'N/A'            
0.2 m/s             ,{'v': 0.2}       
0.2 m/s             ,{'v': 0.2}       
0.2 m/s             ,{'v': 0.2}       
0.2 m/s             ,{'v': 0.2}       
superficial velocity (m·s−1) ,N/A 
"qv, g ",N/A 
0.2 m/s ,{'v': 0.2} 
0.2 m/s ,{'v': 0.2} 
'constant' ,'N/A' 
'0.045 mL/min' ,{'q': 7.5e-7} 
"['increases with Q Aq/Q oil from 0 to 5', 'steady beyond 5'] ",'N/A' 
"['low for Q Aq/Q Oil < 1', 'high for Q Aq/Q Oil >= 5'] ",'N/A' 
'_Q_ oil' ,'N/A' 
"'Q Aq/Q Oil < 1, 15–40 bubbles/sec; Q Aq/Q Oil between 2 to 5, decreased sharply and became constant at Q Aq/Q Oil greater than 5' ",'N/A' 
'_Q_ oil' ,'N/A' 
'constant' ,'N/A' 
"['0.075 mL/min', 'varied'] ","[{'q': 0.00000125}, 'N/A'] "
"['increases with Q Aq/Q oil from 0 to 5', 'steady beyond 5'] ",'N/A' 
'constant (for a constant gas pressure)' ,'N/A' 
'_Q_ Aq' ,'N/A' 
'_Q_ Aq' ,'N/A' 
"['3 μl min−1 at 7 MPa', '7 μl min−1 at 10 MPa', '13 μl min−1 at 18 MPa'] ","[{'q': 5e-11}, {'q': 1.1666666666666666e-10}, {'q': 2.1666666666666667e-10}] "
0.17 ml/hr          ,{'q': 4.72222e-8}
0.17 ml/hr          ,{'q': 4.72222e-8}
high and constant   ,'N/A'            
'0.22 ml/hr' ,{'q': 6.111111111111111e-8} 
'0.16 ml/hr' ,{'q': 4.444444444444444e-8} 
"['low and constant', 'gradually increased', 'further increased'] ",'N/A' 
"['0.8', '1.2'] ","[{'v': 0.8}, {'v': 1.2}] "
'Uc' ,'N/A' 
"['1/4', '1/8'] ","[{'v': 0.0625}, {'v': 0.03125}] "
"['1/4', '1/8'] ","[{'v': 0.0625}, {'v': 0.03125}] "
'fixed' ,'N/A' 
'Qc' ,'N/A' 
'0.01–10' ,{'q': 5.005} 
'1/10' ,{'v': 0.1} 
Qd ,N/A 
Ud ,N/A 
increased ,N/A 
Qd ,N/A 
different flow rates ,N/A 
['300 μL/min'] ,[{'q': 0.000005}] 
"['100 to 9,000 μL/h'] ",[{'q': 0.000001388888888888889}] 
'0.1 mL/min' ,{'q': 0.0000016666666666666668} 
'increases with increased cross-sectional area' ,'N/A' 
'increased' ,'N/A' 
'0.5' ,'N/A' 
'0.5' ,'N/A' 
"['<200 μL/h', '2700 μL/h'] ","[{'q': 0.000000055555555555555556}, {'q': 0.00000075}] "
'Q > 1' ,{'q': 1} 
higher              ,'N/A'            
0.05 mL/min         ,{'q': 8.33e-10}  
increased           ,'N/A'            
decreased           ,'N/A'            
'Qcont' ,'N/A' 
'0.1 < Q_water < 6.7 (relative to Q_air)' ,{'q': 3.4} 
'Q_cont' ,'N/A' 
'100 μl/min' ,{'q': 0.0000016666666666666668} 
'constant' ,'N/A' 
'_Q_ air' ,'N/A' 
'0.4–2.6 ml/min' ,{'q': 0.0000015} 
'Qdisp' ,'N/A' 
'Q_disp' ,'N/A' 
'150 μl/min' ,{'q': 0.0000025} 
"['extremely low', '0.1 < Q air/ Q water < 0.2', 'Q air/ Q water > 5.0'] ","['N/A', {'q': 0.15}, {'q': 5.0}] "
'Q air/ Q water = 6.7' ,{'q': 6.7} 
'0.1' ,{'v': 0.1} 
['fixed Q air/Q water'] ,['N/A'] 
"['Q_air,act=Q_air*t_cycle/(t_fill+t_squeeze)', 'Q_air'] ","['N/A', 'N/A'] "
"'ranges in [Q_air/Q_water < 0.2, 0.2 < Q_air/Q_water < 2.0, Q_air/Q_water > 2.0]' ","[{'q': 0.1}, {'q': 1.1}, {'q': 2.0}] "
"['Q air/ Q water < 0.2', 'Q air/ Q water > 2.0'] ","[{'q': 0.1}, {'q': 2.0}] "
'actual air flow rate increases during the pressure build-up stage' ,'N/A' 
'_Q_ water' ,'N/A' 
'0.4–1.3 ml/min' ,{'q': 0.00000085} 
5-200 mL/h                       ,{'q': 0.00003472222222222222}   
comparable to dispersed phase    ,N/A                             
high                             ,N/A                             
increases                        ,N/A                             
5–200 mL /h                      ,{'q': 0.00003472222222222222}   
increases                        ,N/A                             
lower                            ,N/A                             
"['higher for jet droplets', 'lower for droplets'] ",N/A        
"['5 mL/h', '100 mL/h', '175 mL/h'] ","[{'q': 1.388888888888889e-06}, {'q': 2.777777777777778e-05}, {'q': 4.861111111111111e-05}] "
low                              ,N/A                             
70 mL/h                          ,{'q': 1.944444444444444e-05}    
1-10 mL/h ,{'q': 0.0000020833333333333333} 
large (ratio of dispersed phase flow rate to continuous phase flow rate) ,'N/A' 
comparable to continuous phase ,'N/A' 
small ,'N/A' 
1–10 mL/h ,{'q': 0.0000020833333333333333} 
increases ,'N/A' 
higher ,'N/A' 
low ,'N/A' 
3 mL/h ,{'q': 0.0000008333333333333333} 
high ,'N/A' 
0.001~0.1m/s ,{'v': 0.0505} 
"'0.6 ml/min, 0.8 ml/min' ","[{'q': 0.00001}, {'q': 0.0000133333}] "
['0.1 to 10 ml/min'] ,[{'q': 0.0000916667}] 
'8 ml/min' ,{'q': 0.000133333} 
'5 ml/min' ,{'q': 0.0000833333} 
'5 ml/min' ,{'q': 0.0000833333} 
'increases result in decreased slug length' ,'N/A' 
'12 ml/min' ,{'q': 0.0002} 
'0.5 ml/min' ,{'q': 0.00000833333} 
'0.5 ml/min' ,{'q': 0.00000833333} 
'Q_g' ,'N/A' 
'0.5 kg/s m2' ,'N/A' 
"['3 ml/min', '8 ml/min', '10 ml/min', '14 ml/min'] ","[{'q': 0.00005}, {'q': 0.000133333}, {'q': 0.000166667}, {'q': 0.000233333}] "
'5 ml/min' ,{'q': 0.0000833333} 
'0.5 ml/min' ,{'q': 0.00000833333} 
'0.5 ml/min' ,{'q': 0.00000833333} 
'0.5 ml/min' ,{'q': 0.00000833333} 
"'4.1–1.4, 0.2–2.46, 0.1–0.4' ","[{'q': 0.0000291667}, {'q': 0.0000221667}, {'q': 0.00000416667}] "
"'0.1 ml/min, 0.15 ml/min' ","[{'q': 1.6666666666666667e-09}, {'q': 2.5e-09}] "
['2–30 ml/min'] ,[{'q': 2.6666666666666667e-08}] 
'0.5 ml/min' ,{'q': 8.333333333333333e-09} 
'0.5 ml/min' ,{'q': 8.333333333333333e-09} 
'0.5 ml/min' ,{'q': 8.333333333333333e-09} 
'increases result in increased slug length' ,'N/A' 
'5 ml/min' ,{'q': 8.333333333333334e-08} 
'5 ml/min' ,{'q': 8.333333333333334e-08} 
'Q_l' ,'N/A' 
'52 kg/s m2' ,'N/A' 
'0.5 ml/min' ,{'q': 8.333333333333333e-09} 
"'0.06–0.2, 0.01–0.12, 0.02–0.14' ","[{'q': 1.4333333333333333e-08}, {'q': 6.833333333333333e-09}, {'q': 8.666666666666666e-09}] "
"['20 mL/h', '30 mL/h', '40 mL/h'] ","[{'q': 5.555555555555556e-09}, {'q': 8.333333333333333e-09}, {'q': 1.1111111111111112e-08}] "
increases ,'N/A' 
12 mL/h ,{'q': 3.3333333333333335e-09} 
30 mL/h ,{'q': 8.333333333333333e-09} 
varies with increasing pressure or flow rate for liquid ,'N/A' 
_Q_ c ,'N/A' 
Q_l ,'N/A' 
"['20 mL/h', '100 mL/h'] ","[{'q': 5.555555555555556e-09}, {'q': 2.777777777777778e-08}] "
"['20 mL/h', '100 mL/h'] ","[{'q': 5.555555555555556e-09}, {'q': 2.777777777777778e-08}] "
'increases' ,'N/A' 
"['constant-flow-rate injection', 'constant-pressure injection'] ","['N/A', 'N/A'] "
'decreased with the decrease of the gas–liquid flow rate ratio' ,'N/A' 
'constant pressure' ,'N/A' 
'30 mL/h' ,{'q': 8.333333333333333e-09} 
"['10 mL/h', '12 mL/h', '14 mL/h'] ","[{'q': 2.777777777777778e-09}, {'q': 3.3333333333333335e-09}, {'q': 3.888888888888889e-09}] "
'decrease of gas volumetric flow rate' ,'N/A' 
'varies with increasing gas inlet flow rate or pressure' ,'N/A' 
"['Q_g', 'Q_l'] ","['N/A', 'N/A'] "
'_Q_ d' ,'N/A' 
"'mentioned, normalized as ratio Qg/Ql' ",'N/A' 
'Q_g' ,'N/A' 
"['constant-pressure feed', 'constant-volumetric-flow-rate feed'] ","['N/A', 'N/A'] "
"['constant-pressure', 'constant-volumetric-flow-rate'] ","['N/A', 'N/A'] "
"['20 ml/min', '80 ml/min'] ","[{'q': 0.000333}, {'q': 0.001333}] "
"['32 ml/min', '80 ml/min'] ","[{'q': 0.000533}, {'q': 0.001333}] "
'80 ml/min'         ,{'q': 0.001333}  
0.3 ml/min          ,{'q': 0.000005}  
"['1 ml/min', '5 ml/min'] ","[{'q': 0.0000166667}, {'q': 0.0000833333}] "
5 ml/min            ,{'q': 0.0000833333} 
gradually reduced   ,'N/A'            
"['r_c = 0.2 mL/h', 'Q_c = 0.05 mL/min'] ","[{'q': 5.555555555555556e-11}, {'q': 8.333333333333333e-07}] "
'Qc' ,'N/A' 
'Qc' ,'N/A' 
"['1 ml/min', '0.5 ml/min'] ","[{'q': 1.6666666666666667e-06}, {'q': 8.333333333333333e-07}] "
'0' ,'N/A' 
'νd' ,'N/A' 
'Q_d = 0.01 mL/min' ,{'q': 1.6666666666666667e-10} 
'20-30000 μL min−1' ,{'q': 0.000010000000000000002} 
'Qd' ,'N/A' 
'0.1 ml/min' ,{'q': 1.6666666666666667e-09} 
'< 10 μL min−1' ,{'q': 8.333333333333333e-11} 
'βd = Qd/(Qc + Qd)' ,'N/A' 
increases ,'N/A' 
['different flow rates'] ,'N/A' 
fixed ,'N/A' 
1000 mL/h ,{'q': 0.0002777777777777778} 
"['1000', '1000', '1000', '1000', '1000', '500', '500', '500', '500', '500'] ","[{'q': 0.0002777777777777778}, {'q': 0.0002777777777777778}, {'q': 0.0002777777777777778}, {'q': 0.0002777777777777778}, {'q': 0.0002777777777777778}, {'q': 0.0001388888888888889}, {'q': 0.0001388888888888889}, {'q': 0.0001388888888888889}, {'q': 0.0001388888888888889}, {'q': 0.0001388888888888889}] "
increases           ,'N/A'            
different flow rates,'N/A'            
increasing          ,'N/A'            
5 mL/h              ,{'q': 1.39e-9}   
8 mL/h              ,{'q': 2.22e-9}   
10 mL/h             ,{'q': 2.78e-9}   
varied              ,'N/A'            
10                  ,'N/A'            
8                   ,'N/A'            
5                   ,'N/A'            
4                   ,'N/A'            
2                   ,'N/A'            
10                  ,'N/A'            
8                   ,'N/A'            
5                   ,'N/A'            
4                   ,'N/A'            
2                   ,'N/A'            
"['0.06 mm/s < uc < 1.8 mm/s', '2.5 mm/s < uc < 6 mm/s'] ","[{'v': 0.00093}, {'v': 0.00425}] "
Qc ,'N/A' 
Qc ,'N/A' 
0.5 µl/min ,{'q': 8.33e-12} 
0.5 µl/min ,{'q': 8.33e-12} 
0.75 µl/min ,{'q': 1.25e-11} 
1.5 µl/min ,{'q': 2.5e-11} 
3 µl/min ,{'q': 5e-11} 
0.75 µl/min ,{'q': 1.25e-11} 
1.5 µl/min ,{'q': 2.5e-11} 
5 µl/min ,{'q': 8.33e-11} 
"['0.75 µl/min', '1.5 µl/min', '3 µl/min'] ","[{'q': 1.25e-11}, {'q': 2.5e-11}, {'q': 5e-11}] "
0.75 µl/min ,{'q': 1.25e-11} 
1.5 µl/min ,{'q': 2.5e-11} 
"['0.03 mm/s < ud < 0.8 mm/s', '0.3 mm/s < ud < 3 mm/s', '300 mm/s < ud < 600 mm/s'] ","[{'v': 0.000415}, {'v': 0.00165}, {'v': 0.45}] "
Qd ,'N/A' 
Qd ,'N/A' 
"['0.1 µl/min', '5 µl/min'] ","[{'q': 1.66667e-12}, {'q': 8.33333e-11}] "
"['0.1 µl/min', '0.25 µl/min', '0.5 µl/min', '0.75 µl/min', '1 µl/min', '1.5 µl/min', '5 µl/min'] ","[{'q': 1.66667e-12}, {'q': 4.16667e-12}, {'q': 8.33333e-12}, {'q': 1.25e-11}, {'q': 1.66667e-11}, {'q': 2.5e-11}, {'q': 8.33333e-11}] "
increasing ,'N/A' 
"[""multiple values due to 'several flow rates of water'""] ",'N/A' 
"['0.1 µl/min', '0.25 µl/min', '0.5 µl/min', '0.75 µl/min', '1 µl/min'] ","[{'q': 1.66667e-12}, {'q': 4.16667e-12}, {'q': 8.33333e-12}, {'q': 1.25e-11}, {'q': 1.66667e-11}] "
"['0.5 µl/min', '0.8 µl/min', '1 µl/min', '1.25 µl/min', '1.5 µl/min'] ","[{'q': 8.33333e-12}, {'q': 1.33333e-11}, {'q': 1.66667e-11}, {'q': 2.08333e-11}, {'q': 2.5e-11}] "
0.25 µl/min ,{'q': 4.16667e-12} 
"['1 µl/min', '1.5 µl/min', '1.75 µl/min'] ","[{'q': 1.66667e-11}, {'q': 2.5e-11}, {'q': 2.91667e-11}] "
Qd/Qc ,'N/A' 
0.1 µl/min ,{'q': 1.66667e-12} 
1 µl/min ,{'q': 1.66667e-11} 
highest dispersed phase flow rates ,'N/A' 
gas: liquid flow rates ,N/A 
"['0.07 ml/min', '0.4 ml/min'] ","[{'q': 1.1666666666666667e-09}, {'q': 6.666666666666667e-09}] "
Q_l ,N/A 
constant ,N/A 
0.01 ml/min ,{'q': 1.6666666666666667e-10} 
0.1 ml/min ,{'q': 1.6666666666666667e-09} 
0.1 ml/min ,{'q': 1.6666666666666667e-09} 
0.01 ml/min ,{'q': 1.6666666666666667e-10} 
Q_l ,N/A 
0.1 ml/min ,{'q': 1.6666666666666667e-09} 
['increases'] ,N/A 
increasing ,N/A 
'Ql' ,'N/A' 
'Q_g' ,'N/A' 
'variable' ,'N/A' 
'varied' ,'N/A' 
'varies with gas inlet pressure' ,'N/A' 
"['150 kPa', '170 kPa'] ",'N/A' 
['increases'] ,'N/A' 
'different ranges of liquid to gas flow ratio' ,'N/A' 
'increasing' ,'N/A' 
"['1 mL h−1', '2 mL h−1', '4 mL h−1'] ","[{'q': 2.777777777777778e-10}, {'q': 5.555555555555556e-10}, {'q': 1.1111111111111112e-09}] "
"['0.2 mL h−1', '4 mL h−1'] ","[{'q': 5.555555555555556e-11}, {'q': 1.1111111111111112e-09}] "
'200 μL h−1' ,{'q': 5.555555555555556e-11} 
0.2 mL h−1          ,{'q': 5.56e-8}   
0.2 mL h−1          ,{'q': 5.56e-8}   
'various' ,'N/A' 
['0.05 to 5 mL/min'] ,[{'q': 4.375e-8}] 
"['0.2 mL/min', '2 mL/min'] ","[{'q': 3.3333333333333333e-9}, {'q': 3.3333333333333335e-8}] "
'different flow rates' ,'N/A' 
"['0.5 mL/min', '5 to 0.2 mL/min'] ","[{'q': 8.333333333333333e-9}, {'q': 4.583333333333333e-8}] "
'Higher Q_l' ,'N/A' 
'constant' ,'N/A' 
'0.5 mL/min' ,{'q': 8.333333333333333e-9} 
"['0.5 mL/min', '0.5 mL/min'] ","[{'q': 8.333333333333333e-9}, {'q': 8.333333333333333e-9}] "
"['0.5 mL/min', '0.4 mL/min'] ","[{'q': 8.333333333333333e-9}, {'q': 6.666666666666667e-9}] "
'0.5 mL/min' ,{'q': 8.333333333333333e-9} 
'Q_l' ,'N/A' 
'lower Ql' ,'N/A' 
'0.4 mL/min' ,{'q': 6.666666666666667e-9} 
'2–5 mL/min' ,{'q': 5.833333333333333e-8} 
'0.5 mL/min' ,{'q': 8.333333333333333e-9} 
'0.5 mL/min' ,{'q': 8.333333333333333e-9} 
'higher Ql' ,'N/A' 
'different' ,'N/A' 
['0.2 to 2 mL/min'] ,[{'q': 0.000001}] 
'0.5 mL/min' ,{'q': 0.00000000833} 
'0.5 mL/min' ,{'q': 0.00000000833} 
'Sensitive to pressure variation' ,'N/A' 
"['0.2 mL/min', '2 mL/min'] ","[{'q': 0.00000000333}, {'q': 0.0000000333}] "
'0.5 mL/min' ,{'q': 0.00000000833} 
"['0.5 mL/min', '0.4 mL/min'] ","[{'q': 0.00000000833}, {'q': 0.00000000667}] "
'0.5 mL/min' ,{'q': 0.00000000833} 
"['0.5 mL/min', '0.4 mL/min'] ","[{'q': 0.00000000833}, {'q': 0.00000000667}] "
'Q_g' ,'N/A' 
'ΔQg/Ql' ,'N/A' 
'0.5 mL/min' ,{'q': 0.00000000833} 
r'0 ,'N/A' 
'Ql' ,'N/A' 
'volumetric flow rate of gas phase (m3/s)' ,'N/A' 
'm3/s' ,'N/A' 
higher total flow rate                             ,N/A                
Qc                                                 ,N/A                
Qc                                                 ,N/A                
"constant, specific value not provided              ",N/A                
"['0.5 µL/min', '3 µL/min']                         ","[{'q': 8.33e-9}, {'q': 5e-8}] "
"Part of total flow rate Qtot, varies with Qd/Qc    ",N/A                
Qd                                                                                        ,N/A                
Qd                                                                                        ,N/A                
Qd                                                                                        ,N/A                
"increased until parallel flow pattern was established, specific range not provided       ",N/A                
"['0.5 µL/min', '6 µL/min']                                                                ","[{'q': 8.33e-9}, {'q': 1e-7}] "
3 µL/min                                                                                  ,{'q': 5e-8}        
"Part of total flow rate Qtot, varies with Qd/Qc                                           ",N/A                
"['0.053 m/s', '0.049 m/s'] ","[{'v': 0.053}, {'v': 0.049}] "
"'0.053 m/s, 0.159 m/s' ","[{'v': 0.053}, {'v': 0.159}] "
"['0.053 m/s', '0.079 m/s', '0.053 m/s'] ","[{'v': 0.053}, {'v': 0.079}, {'v': 0.053}] "
"'higher gas to liquid velocity ratios, lower gas/liquid velocity ratios' ",'N/A' 
'0.053 m/s' ,{'v': 0.053} 
